Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Charge Group Description,Arrest Type Code,Charge Description,Address,Cross Street,Location
5615987,4/30/2019,1615,18,Southeast,1832,28,M,Burglary,F,BURGLARY,100 W  108TH                        ST,,"(33.9401, -118.2761)"
5613583,4/28/2019,1300,20,Olympic,2055,27,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,NORMANDIE,12TH,"(34.0491, -118.3)"
5616730,5/1/2019,1450,1,Central,158,48,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,CERES,7TH                          ST,"(34.038, -118.243)"
190800597,5/2/2019,1735,8,West LA,854,58,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,COTNER                       AV,MISSISSIPPI                  AV,"(34.0469, -118.4451)"
5613775,4/28/2019,1840,14,Pacific,1412,33,M,Larceny,M,PETTY THEFT,PACIFIC                      AV,BREEZE                       CT,"(33.9908, -118.4747)"
190112601,4/27/2019,1530,1,Central,162,32,M,Disorderly Conduct,M,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,OLIVE,"(34.0467, -118.2556)"
5615963,4/30/2019,1845,3,Southwest,361,59,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,LA BREA,RODEO,"(34.0216, -118.3556)"
5617950,5/2/2019,1220,14,Pacific,1494,30,F,Miscellaneous Other Violations,M,CONTRIBUTING TO DELINQUENCY OF MINOR,SEPULVEDA                    BL,CENTURY                      BL,"(33.9445, -118.3961)"
5619309,5/3/2019,2050,15,N Hollywood,1523,32,M,Driving Under Influence,M,DUI OF ANY DRUG,COLDWATER CA,VICTORY,"(34.1849, -118.4095)"
191411385,4/25/2019,1340,14,Pacific,1431,39,M,,I,,OCEAN FRONT                  WK,WESTMINSTER,"(33.9885, -118.475)"
5613675,4/28/2019,1645,1,Central,153,29,M,Miscellaneous Other Violations,M,VANDALISM W/LOSS VALUED EQ OR > $400/10000,6TH                          ST,BROADWAY                     AV,"(34.0467, -118.252)"
191310667,4/30/2019,1741,13,Newton,1307,61,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8TH,CROCKER,"(34.0372, -118.2476)"
5618340,5/2/2019,2351,9,Van Nuys,966,53,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,WOODMAN                      AV,VENTURA                      FY,"(34.1622, -118.4269)"
5613603,4/28/2019,1400,4,Hollenbeck,454,36,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,100 S  BOYLE                        AV,,"(34.0472, -118.2198)"
5616997,5/1/2019,2020,1,Central,166,22,M,Fraud/Embezzlement,F,ALTER REGISTRATION/LICENSE PLATES/ETC,6TH,SAN PEDRO,"(34.0423, -118.2452)"
190210696,5/3/2019,1905,2,Rampart,245,41,M,,I,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5613917,4/28/2019,2134,1,Central,121,40,M,Driving Under Influence,M,DUI OF ANY DRUG,SANTA MONICA                 FY,HOLLYWOOD                    FY,"(34.0601, -118.2502)"
190112771,5/2/2019,2130,1,Central,145,21,F,,M,,400 S  LOS ANGELES                  ST,,"(34.0471, -118.2474)"
5613728,4/28/2019,1820,16,Foothill,1612,23,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",13000    VAN NUYS                     BL,,"(34.2733, -118.4202)"
191109957,5/4/2019,1020,11,Northeast,1169,49,F,,M,,AVENUE 52,LONGFELLOW,"(34.1035, -118.1969)"
5617394,5/1/2019,2335,20,Olympic,2033,34,M,Vehicle Theft,M,TAKE VEHICLE W/O OWNER'S CONSENT,7TH,WESTERN,"(34.0597, -118.3091)"
5614478,4/29/2019,2134,14,Pacific,1494,38,M,Miscellaneous Other Violations,F,FUGITIVE FROM JUSTICE WARRANTLESS ARR,300    WORLD WAY,,"(33.944, -118.4073)"
5615928,4/30/2019,1610,21,Topanga,2126,58,M,Aggravated Assault,F,THROW SUBSTANCE AT VEHICLE W/GBI INTENT,INGOMAR,VALERIO,"(34.2136, -118.5912)"
5616024,4/30/2019,2045,16,Foothill,1641,26,M,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,AMBOY,GLAMIS,"(34.2526, -118.4226)"
5613975,4/29/2019,150,7,Wilshire,745,39,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,6TH                          ST,"(34.0572, -118.3482)"
5614343,4/29/2019,1500,7,Wilshire,765,18,F,Narcotic Drug Laws,F,MAINTAIN PLACE TO SELL CONTROLLED SUBS,5000    SAN VICENTE                  BL,,"(34.0506, -118.3447)"
5614263,4/29/2019,1305,13,Newton,1347,22,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2600    LONG BEACH,,"(34.0142, -118.2429)"
5618388,5/3/2019,220,6,Hollywood,659,28,M,Aggravated Assault,M,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,FOUNTAIN,WESTERN,"(34.0949, -118.3092)"
5616489,5/1/2019,1250,9,Van Nuys,935,37,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5615025,4/29/2019,2230,15,N Hollywood,1545,28,F,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,LAUREL CANYON,WEDDINGTON,"(34.1667, -118.3965)"
5616086,4/30/2019,2145,12,77th Street,1256,53,M,Aggravated Assault,F,ASSAULT LIKELY TO PRODUCE GBI,7200 S  BROADWAY,,"(33.9727, -118.285)"
5613868,4/28/2019,2300,19,Mission,1977,38,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,BRADFORD,CANTERBURY,"(34.2338, -118.4301)"
5615529,4/30/2019,1130,9,Van Nuys,935,32,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,14400    ERWIN STREET,,"(34.1837, -118.4465)"
5616068,4/30/2019,2215,2,Rampart,265,45,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,800 S  BONNIE BRAE,,"(34.0547, -118.2772)"
191212734,4/25/2019,1340,12,77th Street,1248,59,M,Prostitution/Allied,M,KEEP DISORDERLY HOUSE,7100 S  VERMONT                      AV,,"(33.9755, -118.2914)"
5617318,5/1/2019,2258,16,Foothill,1641,20,M,Miscellaneous Other Violations,F,PAROLE WARRANT,LAUREL CANYON,PIERCE,"(34.2558, -118.429)"
190311929,4/30/2019,1245,3,Southwest,378,58,M,Drunkeness,M,DRINKING IN PUBLIC,MARTIN LUTHER KI,VERMONT,"(34.0146, -118.2872)"
5617641,5/2/2019,932,9,Van Nuys,935,27,M,Moving Traffic Violations,M,HIT AND RUN:PROP DAMAGE,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5616639,5/1/2019,1240,13,Newton,1326,13,F,Non-Criminal Detention,D,FAIL PROTECT CHILD FROM SEXUAL ABUSE,1400 E  ADAMS                        BL,,"(34.0159, -118.2487)"
5618198,5/2/2019,2020,12,77th Street,1218,27,M,Miscellaneous Other Violations,M,VANDALISM,900 W  54TH                         ST,,"(33.9932, -118.2893)"
5613125,4/28/2019,330,6,Hollywood,665,32,M,Miscellaneous Other Violations,F,VIOLATION OF PAROLE:FELONY,LEXINGTON                    AV,ORANGE,"(34.0926, -118.3416)"
5615599,4/30/2019,1245,10,West Valley,1008,28,M,Miscellaneous Other Violations,F,VIOLATION OF PAROLE:FELONY,8100    BALBOA                       PL,,"(34.2179, -118.5014)"
5618132,5/2/2019,1710,3,Southwest,375,24,M,Disorderly Conduct,M,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,3900 S  WESTERN                      AV,,"(34.0146, -118.313)"
5618407,5/3/2019,130,19,Mission,1918,22,M,Other Assaults,M,BATTERY ON PERSON,13700    FOOTHILL                     BL,,"(34.3086, -118.4317)"
5614173,4/29/2019,1140,15,N Hollywood,1524,44,M,Miscellaneous Other Violations,F,PAROLE WARRANT,LAUREL CANYON                BL,ERWIN,"(34.183, -118.3965)"
5617819,5/2/2019,720,13,Newton,1377,20,F,Weapon (carry/poss),F,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,5300    HOLMES                       AV,,"(33.9947, -118.2411)"
5614154,4/29/2019,830,6,Hollywood,667,31,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1100 N  BEACHWOOD                    DR,,"(34.0908, -118.3212)"
5615049,4/29/2019,1900,14,Pacific,1412,38,F,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,ROSE                         AV,MAIN                         ST,"(33.9965, -118.477)"
5617062,5/1/2019,1450,7,Wilshire,722,44,F,Burglary,F,BURGLARY,400 S  SAN VICENTE                  BL,,"(34.0715, -118.3764)"
5613766,4/28/2019,1800,3,Southwest,319,33,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,23RD                         ST,FIGUEROA,"(34.0311, -118.2749)"
5619437,5/3/2019,2330,14,Pacific,1469,34,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,LA TIJERA,THORNBURN,"(33.9726, -118.3771)"
5616409,5/1/2019,1100,9,Van Nuys,935,21,M,Moving Traffic Violations,M,HIT AND RUN:PROP DAMAGE,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5619082,5/3/2019,1725,16,Foothill,1653,33,M,Prostitution/Allied,M,PROSTITUTION,KELOWNA,SAN FERNANDO,"(34.2564, -118.4118)"
5616426,5/1/2019,850,1,Central,164,45,F,Moving Traffic Violations,M,UNLICENSED DRIVER,LOS ANGELES,7TH                          ST,"(34.0433, -118.2504)"
5613846,4/28/2019,2010,18,Southeast,1826,21,F,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,1600 E  103RD                        ST,,"(33.9485, -118.2461)"
191811407,5/3/2019,730,18,Southeast,1822,30,F,Prostitution/Allied,M,LOITERING FOR PURPOSES OF PROSTITUTION,FIGUEROA,99TH                         ST,"(33.9465, -118.2826)"
5619796,5/4/2019,1430,12,77th Street,1256,25,F,Vehicle Theft,M,TAKE VEHICLE W/O OWNER'S CONSENT,7200 S  FIGUEROA                     ST,,"(33.9747, -118.2827)"
5616076,4/30/2019,2225,18,Southeast,1862,27,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,FIGUEROA,"(33.931, -118.2826)"
5615487,4/30/2019,900,9,Van Nuys,929,25,F,Miscellaneous Other Violations,M,LOS ANGELES MUNICIPAL CODE,6500    WOODMAN                      AV,,"(34.1886, -118.4312)"
190112598,4/30/2019,850,1,Central,176,51,M,Disorderly Conduct,M,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,MAPLE,"(34.0419, -118.2485)"
190112530,4/29/2019,1025,1,Central,138,40,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,4TH                          ST,CROCKER,"(34.0449, -118.2415)"
5616309,5/1/2019,700,14,Pacific,1494,31,M,Weapon (carry/poss),M,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,4000    WORLD                        WY,,"(33.9449, -118.4069)"
191411396,4/27/2019,1035,14,Pacific,1413,39,M,,I,,3RD,ROSE,"(33.997, -118.4761)"
190910098,4/29/2019,1845,9,Van Nuys,941,25,F,Larceny,M,SHOPLIFTING,5700    SEPULVEDA                    BL,,"(34.174, -118.4662)"
192109511,5/1/2019,1940,21,Topanga,2177,30,M,,M,,TOPANGA CANYON,CALIFA,"(34.1773, -118.6054)"
5613206,4/28/2019,655,9,Van Nuys,916,31,M,Miscellaneous Other Violations,M,LOS ANGELES MUNICIPAL CODE,MAMMOTH,VANOWEN,"(34.194, -118.4323)"
191109706,4/29/2019,1305,11,Northeast,1139,64,F,Narcotic Drug Laws,M,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,AVENUE 58,FIGUEROA,"(34.11, -118.192)"
190112664,5/1/2019,1500,1,Central,158,45,M,Liquor Laws,I,DRINKING ALCOHOL*******,6TH,GLADYS,"(34.0403, -118.2421)"
190409218,4/28/2019,1400,4,Hollenbeck,478,59,M,Drunkeness,M,DRINKING IN PUBLIC***,1000 S  FRESNO                       ST,,"(34.0276, -118.207)"
190910252,4/27/2019,1925,9,Van Nuys,906,54,F,,M,,7600    VAN NUYS                     BL,,"(34.2085, -118.4488)"
190610872,4/28/2019,2150,6,Hollywood,628,19,M,Larceny,M,SHOPLIFTING,5800    FRANKLIN                     AV,,"(34.1084, -118.3213)"
5614358,4/29/2019,1600,10,West Valley,1025,31,M,Forgery/Counterfeit,F,FORGERY/COUNTERFEIT DRIVER'S LIC/ID CARD,7100    DARBY                        AV,,"(34.1993, -118.5335)"
191709451,4/25/2019,1610,17,Devonshire,1793,40,M,Liquor Laws,I,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,VANALDEN,PARTHENIA,"(34.2283, -118.5492)"
5617043,5/1/2019,1450,7,Wilshire,722,37,M,Burglary,F,BURGLARY,400 S  SAN VICENTE                  BL,,"(34.0715, -118.3764)"
,,,,,,,,,,,,,
5615810,4/30/2019,1510,4,Hollenbeck,428,20,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,TEMPLETON                    ST,EASTERN                      AV,"(34.0819, -118.178)"
5615653,4/30/2019,1310,15,N Hollywood,1503,50,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,KITTRIDGE,LANKERSHIM,"(34.2003, -118.4002)"
190112499,4/28/2019,1515,1,Central,176,26,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,SAN JULIAN,"(34.0412, -118.2474)"
5616582,5/1/2019,1315,1,Central,157,64,M,Miscellaneous Other Violations,O,VIOLATION OF PAROLE,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
190112473,4/30/2019,1550,1,Central,123,40,M,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,1ST                          ST,BROADWAY                     ST,"(34.0537, -118.2455)"
190112730,5/1/2019,1450,1,Central,135,28,M,Disorderly Conduct,M,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD,LOS ANGELES,"(34.0485, -118.2447)"
5616765,5/1/2019,1550,4,Hollenbeck,427,28,M,Moving Traffic Violations,F,EVADING PO/DRIVE IN RECKLESS MANNER,HUNTINGTON,MONTEREY                     RD,"(34.085, -118.187)"
191500831,4/30/2019,1430,15,N Hollywood,1549,27,M,,M,,LANKERSHIM                   BL,CHANDLER                     BL,"(34.1689, -118.377)"
190409324,4/27/2019,1750,4,Hollenbeck,424,42,M,,M,,3500    VALLEY                       BL,,"(34.07, -118.1998)"
190112667,5/2/2019,1418,1,Central,176,34,F,Liquor Laws,I,DRINKING ALCOHOL*******,7TH,MAPLE,"(34.0419, -118.2485)"
5613175,4/28/2019,213,12,77th Street,1211,34,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,SLAUSON                      AV,4TH,"(33.9891, -118.3216)"
191310748,5/1/2019,1450,13,Newton,1307,50,M,Liquor Laws,I,DRINKING ALCOHOL*******,7TH,CERES,"(34.038, -118.243)"
191411310,4/28/2019,1715,14,Pacific,1431,21,F,Liquor Laws,I,DRINKING ALCOHOL,OCEAN FRONT                  WK,MARKET,"(33.9875, -118.4741)"
5613548,4/28/2019,1143,21,Topanga,2138,29,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,20300    SATICOY                      ST,,"(34.2083, -118.5754)"
5618235,5/2/2019,2150,13,Newton,1325,31,M,Driving Under Influence,M,DUI OF ANY DRUG,CENTRAL,32ND,"(34.0146, -118.2565)"
5619385,5/3/2019,2215,15,N Hollywood,1523,24,M,Driving Under Influence,M,DUI OF ANY DRUG,VICTORY,BELLAIRE,"(34.1867, -118.4094)"
5618311,5/2/2019,2220,20,Olympic,2042,47,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,WILTON                       PL,9TH                          ST,"(34.0559, -118.3142)"
5616962,5/1/2019,1610,12,77th Street,1256,31,F,Other Assaults,M,OBSTRUCT/ETC PUB OFCR/ETC,FIGUEROA                     ST,FLORENCE                     AV,"(33.9747, -118.2827)"
5613717,4/28/2019,1735,17,Devonshire,1764,24,M,Larceny,M,SHOPLIFTING,9300    TAMPA                        AV,,"(34.244, -118.5583)"
5617792,5/2/2019,1300,9,Van Nuys,935,24,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5614469,4/29/2019,1855,19,Mission,1985,32,M,Aggravated Assault,F,"INJURING A SPOUSE/COHABITANT, ETC W/PRIOR",PARTHENIA,CEDROS,"(34.2282, -118.4536)"
5615690,4/30/2019,1100,9,Van Nuys,901,39,M,Aggravated Assault,F,CRUEL TO CHILD LIKELY TO PROD GBI/DEATH,SEPULVEDA                    BL,RAYMER                       ST,"(34.2142, -118.4661)"
5616122,4/30/2019,2245,3,Southwest,396,22,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",900 W  43RD                         PL,,"(34.0046, -118.29)"
5614077,4/29/2019,855,6,Hollywood,669,35,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,SANTA MONICA,101 FWY,"(34.0929, -118.3048)"
5613494,4/28/2019,1015,14,Pacific,1488,28,M,Weapon (carry/poss),F,CARRY CONCEALED ON PERSON DIRK OR DAGGER,ARBOR VITAE,AIRPORT,"(33.9527, -118.3859)"
191212665,10/24/2019,1630,12,77th Street,1249,19,F,Prostitution/Allied,M,LOITER:INTENT:PROSTITUTION,67TH                         ST,FIGUEROA                     ST,"(33.979, -118.2827)"
5615542,4/30/2019,1150,9,Van Nuys,935,29,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
191411435,4/30/2019,830,14,Pacific,1412,52,M,,I,,WAVECREST,OCEAN FRONT                  WK,"(33.9933, -118.4765)"
5613195,4/28/2019,328,1,Central,109,33,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,HILL                         ST,"(34.0752, -118.2276)"
192109409,4/24/2019,720,21,Topanga,2137,24,F,,M,,20900    SHERMAN                      WY,,"(34.2047, -118.5879)"
5613949,4/29/2019,200,14,Pacific,1477,35,F,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,6000 W  82ND                         ST,,"(33.9636, -118.3882)"
5619392,5/3/2019,2120,12,77th Street,1218,38,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,1700 W  52ND                         PL,,"(33.995, -118.2849)"
190112738,4/30/2019,1800,1,Central,132,26,F,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,1ST                          ST,MAIN,"(34.0547, -118.2505)"
191212691,5/1/2019,1438,12,77th Street,1249,38,M,Prostitution/Allied,M,LOITER:INTENT:PROSTITUTION,FIGUEROA                     ST,68TH                         ST,"(33.9782, -118.2827)"
5617405,5/1/2019,2010,4,Hollenbeck,471,25,M,Disorderly Conduct,M,RIOT,7TH,BOYLE,"(34.036, -118.2242)"
5615746,4/30/2019,1350,12,77th Street,1233,55,M,Larceny,M,SHOPLIFTING,1800 W  SLAUSON                      AV,,"(33.9892, -118.3089)"
191411653,5/4/2019,1005,14,Pacific,1495,62,M,Miscellaneous Other Violations,M,HIRE VEH W/O LIC,AIRPORT,WESTCHESTER,"(33.9527, -118.3859)"
5617338,5/1/2019,2310,4,Hollenbeck,497,47,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,SOTO,LUGO,"(34.0167, -118.22)"
190809298,5/3/2019,1800,8,West LA,851,35,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,SANTA MONICA,WELLESLEY,"(34.0391, -118.4666)"
191510413,5/4/2019,815,15,N Hollywood,1596,33,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,10800    VENTURA                      BL,,"(34.1387, -118.3658)"
5618627,5/3/2019,930,21,Topanga,2134,25,M,Receive Stolen Property,F,RECEIVING KNOWN STOLEN PROPERTY >$950,SHERMAN                      WY,CARLSON,"(34.201, -118.6129)"
5616593,5/1/2019,1205,7,Wilshire,765,31,M,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,LA BREA                      AV,VENICE                       BL,"(34.046, -118.3453)"
5615500,4/30/2019,900,1,Central,162,42,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,7TH                          ST,FLOWER,"(34.0487, -118.2588)"
191709590,4/20/2019,2035,17,Devonshire,1715,17,F,,M,,ZELZAH,STALLION MEADOW,"(34.2907, -118.5285)"
5613913,4/28/2019,2305,19,Mission,1964,44,F,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,9100    KESTER                       AV,,"(34.2355, -118.4569)"
5615016,4/29/2019,2000,15,N Hollywood,1526,22,F,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,6000    HAZELHURST                   PL,,"(34.1794, -118.3856)"
5615886,4/30/2019,1825,6,Hollywood,645,38,M,Robbery,F,ROBBERY,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
5617086,5/1/2019,1910,3,Southwest,356,26,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1500 W  JEFFERSON                    BL,,"(34.0255, -118.3002)"
5615887,4/30/2019,1815,2,Rampart,257,65,F,Other Assaults,M,BATTERY ON PERSON,1600 W  6TH                          ST,,"(34.057, -118.2691)"
5613460,4/28/2019,945,2,Rampart,215,40,M,Miscellaneous Other Violations,M,LOS ANGELES MUNICIPAL CODE,RAMPART,BELLEVUE,"(34.0755, -118.2727)"
190112570,5/1/2019,1500,1,Central,162,30,M,Larceny,M,GRAND THEFT (OVER $400),700 S  HOPE                         ST,,"(34.048, -118.2577)"
5616447,5/1/2019,1150,12,77th Street,1258,23,M,Moving Traffic Violations,M,RECKLESS DRIVING,7600 S  BROADWAY,,"(33.9708, -118.2783)"
5616332,5/1/2019,745,1,Central,119,28,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
190910209,5/2/2019,1445,9,Van Nuys,985,69,F,Larceny,M,SHOPLIFTING,4500    VAN NUYS                     BL,,"(34.153, -118.4487)"
191411400,4/29/2019,850,14,Pacific,1412,26,M,,I,,PARK,SPEEDWAY,"(33.9923, -118.4759)"
190809255,5/2/2019,1620,8,West LA,851,54,M,Drunkeness,M,DRINKING IN PUBLIC,SANTA MONICA,WELLESLEY,"(34.0391, -118.4666)"
190112537,4/30/2019,1445,1,Central,124,40,M,,M,,1ST                          ST,SPRING,"(34.053, -118.2444)"
5619173,5/3/2019,1820,16,Foothill,1622,34,M,Moving Traffic Violations,M,DRIVE W/SUSPENDED/REVOKED LICENSE,EL DORADO,JUDD,"(34.2671, -118.4262)"
190112613,5/1/2019,2205,1,Central,156,51,M,Narcotic Drug Laws,M,POSSESS CONTROLLED SUBSTANCE,5TH,SAN PEDRO,"(34.0442, -118.2439)"
5619048,5/3/2019,1550,6,Hollywood,677,31,M,Moving Traffic Violations,M,RECKLESS DRIVING,WILTON,MELROSE,"(34.0835, -118.3135)"
5615955,4/30/2019,1945,16,Foothill,1661,25,M,Miscellaneous Other Violations,M,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,9000    REMICK                       AV,,"(34.235, -118.4095)"
191109801,4/29/2019,120,11,Northeast,1172,40,M,Drunkeness,M,DRINKING IN PUBLIC***,1600    MOHAWK                       ST,,"(34.0845, -118.2622)"
5618285,5/2/2019,2120,12,77th Street,1258,61,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,BROADWAY,82ND,"(33.9713, -118.2739)"
191009248,4/26/2019,545,10,West Valley,1023,33,F,,M,,19000    VANOWEN                      ST,,"(34.1939, -118.547)"
190112495,4/26/2019,1025,1,Central,158,68,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,CERES,"(34.038, -118.243)"
5617377,5/1/2019,2010,4,Hollenbeck,471,30,M,Disorderly Conduct,M,RIOT,7TH                          ST,BOYLE                        AV,"(34.036, -118.2242)"
5613520,4/28/2019,1103,4,Hollenbeck,459,21,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,SLOAT,EAST SIDE                    BL,"(34.045, -118.1956)"
5618012,5/2/2019,1540,17,Devonshire,1708,37,F,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,RINALDI,WOODLEY,"(34.2792, -118.4847)"
5615709,4/30/2019,1440,4,Hollenbeck,464,35,M,Miscellaneous Other Violations,F,PAROLE WARRANT,200 N  SOTO                         ST,,"(34.0445, -118.2116)"
5615992,4/30/2019,1850,13,Newton,1341,14,M,Aggravated Assault,F,ATTEMPT - MURDER,43RD,WALL,"(34.0155, -118.2772)"
191411577,4/30/2019,830,14,Pacific,1412,30,M,Liquor Laws,I,DRINKING ALCOHOL,WAVECREST                    AV,OCEAN FRONT                  WK,"(33.9933, -118.4765)"
5617028,5/1/2019,2115,17,Devonshire,1782,25,M,Aggravated Assault,M,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,SHIRLEY,PARTHENIA,"(34.2282, -118.5579)"
5613245,4/28/2019,815,19,Mission,1985,72,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",8400    CEDROS                       AV,,"(34.2231, -118.4535)"
5618147,5/2/2019,1700,12,77th Street,1241,17,M,Robbery,F,ROBBERY,3600 W  63RD                         ST,,"(33.9827, -118.3352)"
5615889,4/30/2019,1530,19,Mission,1999,61,M,Miscellaneous Other Violations,F,KIDNAPPING FOR RANSOM,5100    BURCHARD AVE,,"(34.2157, -118.4297)"
5615990,4/30/2019,1955,19,Mission,1985,51,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,8700    TOBIAS                       AV,,"(34.2279, -118.4516)"
5613167,4/28/2019,25,3,Southwest,334,56,M,Other Assaults,M,BATTERY ON PERSON,4200    MONTCLAIR                    ST,,"(34.0313, -118.3316)"
5615226,4/30/2019,615,6,Hollywood,656,32,M,Burglary,F,BURGLARY,6000    ROMAINE                      ST,,"(34.0889, -118.3223)"
5614050,4/29/2019,730,13,Newton,1345,29,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,1100 E  41ST                         ST,,"(34.0092, -118.2565)"
5619368,5/3/2019,2225,15,N Hollywood,1523,28,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,VICTORY,BELLAIRE,"(34.1867, -118.4094)"
191212686,5/1/2019,1400,12,77th Street,1266,22,F,Prostitution/Allied,M,LOITERING FOR PURPOSES OF PROSTITUTION,FIGUEROA                     ST,80TH                         ST,"(33.9669, -118.2827)"
191909557,4/28/2019,1600,19,Mission,1902,36,M,Miscellaneous Other Violations,M,UNAUTHORIZED ENTRY NONCOMMERCIAL DWELLNG,15000    ROXFORD                      PL,,"(34.3222, -118.4594)"
190311981,5/1/2019,1600,3,Southwest,395,67,M,,I,,43RD                         PL,WESTERN                      AV,"(34.0046, -118.3089)"
191411302,4/28/2019,1320,14,Pacific,1413,28,M,,I,,3RD                          ST,ROSE                         AV,"(33.997, -118.4761)"
